pr_number,rule_id,rule_name,category,severity,weight,triggered,evidence,description,recommendation
2622,PR009,Very large pull request,Complexity,High,22,False,total_changes=61; changed_files=4,"The PR contains at least 1,500 changed lines or 50 changed files.",Split the PR where practical and require a structured review plan before approval.
2622,PR010,High commit complexity,Complexity,Moderate,8,False,commit_count=1,The PR contains ten or more commits.,Review commit organisation and consider squashing or restructuring commits for easier review.
2622,PR011,Risk-bearing PR without reviewer,Governance,High,18,True,requested_reviewer_count=0; total_changes=61; changed_files=4; security_changes=False; configuration_changes=True,"A large, security-sensitive or configuration-related PR has no requested reviewer.",Assign an appropriate reviewer before the PR progresses toward approval.
2622,PR012,Multiple unusual PR characteristics,Complexity,Moderate,10,True,has_any_iqr_outlier=True; iqr_outlier_feature_count=3,The PR has multiple features outside historical interquartile ranges.,Perform additional manual review because several PR characteristics are unusual for this repository.
2630,PR001,Missing PR description,Documentation,High,18,False,has_description=True; body_length=241,The pull request does not provide a usable description.,"Add a clear description covering the purpose, scope, expected behaviour and validation performed."
2630,PR002,Weak PR description,Documentation,Moderate,8,True,has_description=True; has_detailed_description=False; body_word_count=37,The description exists but appears too short or insufficiently detailed.,"Expand the description with implementation context, testing evidence and reviewer guidance."
2630,PR003,Substantive change without tests,Testing,High,22,False,has_test_changes=False; total_changes=4; changed_files=1; security_changes=False; configuration_changes=False,"A substantive code, configuration or security change has no detected test-file update.","Add or update automated tests, or document why additional tests are not required."
2630,PR004,Substantial change without documentation,Documentation,Moderate,10,False,has_documentation_changes=False; total_changes=4; changed_files=1; configuration_changes=False,A substantial or configuration-related change has no detected documentation update.,"Update user, developer or operational documentation where the change affects expected behaviour."
2630,PR005,Security-sensitive file change,Security,High,20,False,has_security_sensitive_changes=False; security_sensitive_files_changed=0,The PR changes one or more files classified as security-sensitive.,"Require focused security review and verify that secrets, authentication and permission impacts have been assessed."
2630,PR006,Security-sensitive change without tests,Security,Critical,28,False,security_change=False; security_sensitive_files_changed=0; has_test_changes=False,Security-sensitive files changed without a detected test update.,Block approval until security-relevant tests or documented validation evidence are supplied.
2630,PR007,Configuration change,Operations,Moderate,10,False,has_configuration_changes=False; configuration_files_changed=0,The PR modifies configuration-related files.,"Confirm environment impact, deployment sequencing, rollback instructions and configuration validation."
2630,PR008,Large pull request,Complexity,Moderate,12,False,total_changes=4; changed_files=1,The PR contains at least 500 changed lines or 20 changed files.,Consider splitting the change or assign additional review capacity to reduce review risk.
2630,PR009,Very large pull request,Complexity,High,22,False,total_changes=4; changed_files=1,"The PR contains at least 1,500 changed lines or 50 changed files.",Split the PR where practical and require a structured review plan before approval.
